,shop_id,item_id,item_cnt_day
7160,18,13716,2.0
7161,18,13741,1.0
7162,18,13880,1.0
7163,18,13881,3.0
7164,18,13893,1.0
7165,18,13894,1.0
7166,18,13923,1.0
7167,18,13958,2.0
7168,18,14020,1.0
7169,18,14057,2.0
7170,18,14064,1.0
7171,18,14227,1.0
7172,18,14277,1.0
7173,18,14286,1.0
7174,18,14335,1.0
7175,18,14389,1.0
7176,18,14390,1.0
7177,18,14396,1.0
7178,18,14398,2.0
7179,18,14400,1.0
7180,18,14421,1.0
7181,18,14446,1.0
7182,18,14457,1.0
7183,18,14710,1.0
7184,18,14736,1.0
7185,18,14751,1.0
7186,18,14801,6.0
7187,18,14802,6.0
7188,18,14803,4.0
7189,18,14809,3.0
7190,18,14892,1.0
7191,18,14958,1.0
7192,18,14961,1.0
7193,18,14962,1.0
7194,18,14963,1.0
7195,18,15017,1.0
7196,18,15045,3.0
7197,18,15047,2.0
7198,18,15048,1.0
7199,18,15067,3.0
7200,18,15069,15.0
7201,18,15213,1.0
7202,18,15265,3.0
7203,18,15278,1.0
7204,18,15279,1.0
7205,18,15283,1.0
7206,18,15286,1.0
7207,18,15290,1.0
7208,18,15302,1.0
7209,18,15487,1.0
7210,18,15492,1.0
7211,18,15493,1.0
7212,18,15494,1.0
7213,18,15503,1.0
7214,18,15512,1.0
7215,18,15552,2.0
7216,18,15577,1.0
7217,18,15757,1.0
7218,18,15787,1.0
7219,18,15793,1.0
7220,18,15806,1.0
7221,18,15832,1.0
7222,18,15835,1.0
7223,18,15844,1.0
7224,18,15859,1.0
7225,18,16035,1.0
7226,18,16056,1.0
7227,18,16071,1.0
7228,18,16118,1.0
7229,18,16121,1.0
7230,18,16143,1.0
7231,18,16166,1.0
7232,18,16167,1.0
7233,18,16177,1.0
7234,18,16205,1.0
7235,18,16208,1.0
7236,18,16227,2.0
7237,18,16509,1.0
7238,18,16540,1.0
7239,18,16541,1.0
7240,18,16735,1.0
7241,18,16784,1.0
7242,18,16787,2.0
7243,18,16788,3.0
7244,18,16843,3.0
7245,18,16844,1.0
7246,18,16923,1.0
7247,18,16946,1.0
7248,18,16975,2.0
7249,18,16988,1.0
7250,18,17011,2.0
7251,18,17168,1.0
7252,18,17242,1.0
7253,18,17375,1.0
7254,18,17400,1.0
7255,18,17409,2.0
7256,18,17534,1.0
7257,18,17581,2.0
7258,18,17655,2.0
7259,18,17717,6.0
7260,18,17748,1.0
7261,18,17772,4.0
7262,18,17773,1.0
7263,18,17774,3.0
7264,18,17775,4.0
7265,18,17887,1.0
7266,18,17898,1.0
7267,18,17931,1.0
7268,18,18106,1.0
7269,18,18137,1.0
7270,18,18140,2.0
7271,18,18355,1.0
7272,18,18438,1.0
7273,18,18481,1.0
7274,18,18701,1.0
7275,18,18742,1.0
7276,18,18924,1.0
7277,18,19001,1.0
7278,18,19015,1.0
7279,18,19036,1.0
7280,18,19037,1.0
7281,18,19041,1.0
7282,18,19050,1.0
7283,18,19051,1.0
7284,18,19093,1.0
7285,18,19116,1.0
7286,18,19144,2.0
7287,18,19406,1.0
7288,18,19430,1.0
7289,18,19438,1.0
7290,18,19639,1.0
7291,18,19650,1.0
7292,18,19656,3.0
7293,18,19657,5.0
7294,18,19688,2.0
7295,18,19692,1.0
7296,18,19800,1.0
7297,18,19858,1.0
7298,18,20017,1.0
7299,18,20303,2.0
7300,18,20304,2.0
7301,18,20305,1.0
7302,18,20316,1.0
7303,18,20346,1.0
7304,18,20386,1.0
7305,18,20395,1.0
7306,18,20404,1.0
7307,18,20405,1.0
7308,18,20463,1.0
7309,18,20475,2.0
7310,18,20609,2.0
7311,18,20611,1.0
7312,18,20616,1.0
7313,18,20628,1.0
7314,18,20629,1.0
7315,18,20630,3.0
7316,18,20643,2.0
7317,18,20644,1.0
7318,18,20748,1.0
7319,18,20866,1.0
7320,18,20949,49.0
7321,18,21110,1.0
7322,18,21363,1.0
7323,18,21369,1.0
7324,18,21377,1.0
7325,18,21386,1.0
7326,18,21400,1.0
7327,18,21404,1.0
7328,18,21414,1.0
7329,18,21449,1.0
7330,18,21536,1.0
7331,18,21562,1.0
7332,18,21620,1.0
7333,18,21656,1.0
7334,18,21672,1.0
7335,18,21759,1.0
7336,18,21761,1.0
7337,18,21762,1.0
7338,18,21881,1.0
7339,18,21902,1.0
7340,18,21976,2.0
7341,18,22001,2.0
7342,18,22004,1.0
7343,18,22006,1.0
7344,18,22087,1.0
7345,18,22088,2.0
7346,18,22100,1.0
7347,18,22101,1.0
7348,18,22102,3.0
7349,18,22164,1.0
7350,18,22167,1.0
7351,19,32,2.0
7352,19,62,2.0
7353,19,486,2.0
7354,19,510,1.0
7355,19,806,1.0
7356,19,837,1.0
7357,19,982,1.0
7358,19,1121,2.0
7359,19,1142,1.0
7360,19,1201,1.0
7361,19,1241,1.0
7362,19,1290,1.0
7363,19,1307,1.0
7364,19,1332,1.0
7365,19,1341,2.0
7366,19,1377,1.0
7367,19,1384,2.0
7368,19,1388,1.0
7369,19,1389,4.0
7370,19,1391,1.0
7371,19,1469,1.0
7372,19,1483,2.0
7373,19,1484,1.0
7374,19,1496,1.0
7375,19,1523,1.0
7376,19,1534,2.0
7377,19,1537,1.0
7378,19,1538,2.0
7379,19,1539,2.0
7380,19,1548,1.0
7381,19,1557,1.0
7382,19,1563,4.0
7383,19,1564,1.0
7384,19,1572,2.0
7385,19,1578,2.0
7386,19,1579,1.0
7387,19,1581,1.0
7388,19,1583,18.0
7389,19,1584,1.0
7390,19,1586,1.0
7391,19,1686,1.0
7392,19,1716,1.0
7393,19,1814,1.0
7394,19,1857,3.0
7395,19,1859,1.0
7396,19,1876,2.0
7397,19,1877,1.0
7398,19,1878,1.0
7399,19,1905,2.0
7400,19,1914,6.0
7401,19,1971,2.0
7402,19,1988,1.0
7403,19,2039,1.0
7404,19,2047,1.0
7405,19,2059,1.0
7406,19,2070,1.0
7407,19,2131,1.0
7408,19,2140,1.0
7409,19,2163,1.0
7410,19,2187,1.0
7411,19,2252,2.0
7412,19,2269,1.0
7413,19,2283,1.0
7414,19,2285,1.0
7415,19,2293,1.0
7416,19,2308,2.0
7417,19,2422,5.0
7418,19,2423,5.0
7419,19,2431,3.0
7420,19,2445,4.0
7421,19,2550,1.0
7422,19,2574,1.0
7423,19,2576,3.0
7424,19,2614,1.0
7425,19,2639,1.0
7426,19,2652,1.0
7427,19,2678,1.0
7428,19,2700,1.0
7429,19,2744,2.0
7430,19,2753,2.0
7431,19,2760,1.0
7432,19,2782,1.0
7433,19,2789,1.0
7434,19,2808,2.0
7435,19,2819,1.0
7436,19,2859,2.0
7437,19,2865,1.0
7438,19,2869,2.0
7439,19,2870,1.0
7440,19,2872,2.0
7441,19,2873,1.0
7442,19,2875,1.0
7443,19,2921,3.0
7444,19,2955,1.0
7445,19,2956,1.0
7446,19,2969,2.0
7447,19,2976,1.0
7448,19,3007,2.0
7449,19,3026,1.0
7450,19,3027,2.0
7451,19,3076,2.0
7452,19,3077,1.0
7453,19,3104,1.0
7454,19,3140,1.0
7455,19,3141,2.0
7456,19,3170,1.0
7457,19,3237,1.0
7458,19,3243,2.0
7459,19,3331,1.0
7460,19,3341,2.0
7461,19,3342,1.0
7462,19,3343,1.0
7463,19,3344,1.0
7464,19,3350,13.0
7465,19,3351,12.0
7466,19,3352,6.0
7467,19,3353,2.0
7468,19,3385,1.0
7469,19,3443,2.0
7470,19,3444,3.0
7471,19,3445,1.0
7472,19,3464,1.0
7473,19,3477,1.0
7474,19,3479,2.0
7475,19,3480,2.0
7476,19,3485,1.0
7477,19,3537,1.0
7478,19,3609,1.0
7479,19,3620,1.0
7480,19,3622,1.0
7481,19,3624,1.0
7482,19,3688,2.0
7483,19,3692,2.0
7484,19,3731,12.0
7485,19,3734,1.0
7486,19,3755,1.0
7487,19,3756,2.0
7488,19,3758,1.0
7489,19,3831,2.0
7490,19,3837,1.0
7491,19,3868,2.0
7492,19,3871,1.0
7493,19,3897,1.0
7494,19,3898,1.0
7495,19,3917,2.0
7496,19,3928,4.0
7497,19,3953,1.0
7498,19,3960,1.0
7499,19,3970,1.0
7500,19,4001,1.0
7501,19,4024,1.0
7502,19,4054,1.0
7503,19,4067,2.0
7504,19,4178,3.0
7505,19,4181,9.0
7506,19,4231,4.0
7507,19,4233,2.0
7508,19,4242,1.0
7509,19,4244,1.0
7510,19,4248,1.0
7511,19,4251,1.0
7512,19,4261,1.0
7513,19,4271,2.0
7514,19,4351,3.0
7515,19,4363,1.0
7516,19,4385,2.0
7517,19,4388,1.0
7518,19,4396,1.0
7519,19,4397,1.0
7520,19,4413,3.0
7521,19,4424,1.0
7522,19,4427,1.0
7523,19,4466,1.0
7524,19,4467,1.0
7525,19,4479,2.0
7526,19,4493,1.0
7527,19,4554,1.0
7528,19,4602,1.0
7529,19,4606,1.0
7530,19,4634,1.0
7531,19,4636,2.0
7532,19,4678,1.0
7533,19,4679,1.0
7534,19,4706,2.0
7535,19,4717,1.0
7536,19,4719,2.0
7537,19,4721,1.0
7538,19,4806,2.0
7539,19,4838,2.0
7540,19,4839,1.0
7541,19,4840,2.0
7542,19,4869,1.0
7543,19,4870,2.0
7544,19,4872,3.0
7545,19,4874,1.0
7546,19,4892,2.0
7547,19,4894,4.0
7548,19,4904,2.0
7549,19,4944,1.0
7550,19,4964,2.0
7551,19,4965,1.0
7552,19,4966,1.0
7553,19,5002,1.0
7554,19,5003,3.0
7555,19,5005,1.0
7556,19,5233,1.0
7557,19,5242,1.0
7558,19,5319,1.0
7559,19,5336,2.0
7560,19,5352,1.0
7561,19,5362,1.0
7562,19,5380,1.0
7563,19,5459,1.0
7564,19,5542,1.0
7565,19,5551,2.0
7566,19,5643,1.0
7567,19,5656,2.0
7568,19,5657,1.0
7569,19,5660,1.0
7570,19,5664,1.0
7571,19,5666,3.0
7572,19,5669,1.0
7573,19,5670,1.0
7574,19,5671,2.0
7575,19,5672,2.0
7576,19,5675,11.0
7577,19,5814,1.0
7578,19,5820,2.0
7579,19,5821,3.0
7580,19,5822,14.0
7581,19,5823,12.0
7582,19,5824,7.0
7583,19,5837,1.0
7584,19,5838,2.0
7585,19,5839,3.0
7586,19,5840,1.0
7587,19,5897,1.0
7588,19,5900,6.0
7589,19,5905,4.0
7590,19,5906,1.0
7591,19,5907,1.0
7592,19,5999,1.0
7593,19,6023,1.0
7594,19,6082,3.0
7595,19,6085,1.0
7596,19,6090,1.0
7597,19,6092,1.0
7598,19,6126,1.0
7599,19,6129,1.0
7600,19,6156,1.0
7601,19,6184,1.0
7602,19,6185,1.0
7603,19,6202,1.0
7604,19,6247,1.0
7605,19,6252,1.0
7606,19,6301,6.0
7607,19,6356,1.0
7608,19,6376,1.0
7609,19,6400,1.0
7610,19,6497,3.0
7611,19,6503,4.0
7612,19,6615,1.0
7613,19,6618,1.0
7614,19,6674,1.0
7615,19,6676,3.0
7616,19,6710,2.0
7617,19,6847,1.0
7618,19,6875,1.0
7619,19,6926,2.0
7620,19,6928,2.0
7621,19,7003,2.0
7622,19,7018,2.0
7623,19,7055,1.0
7624,19,7067,2.0
7625,19,7071,2.0
7626,19,7075,2.0
7627,19,7172,1.0
7628,19,7202,1.0
7629,19,7220,1.0
7630,19,7223,14.0
7631,19,7224,5.0
7632,19,7230,2.0
7633,19,7286,1.0
7634,19,7323,1.0
7635,19,7459,1.0
7636,19,7723,1.0
7637,19,7725,1.0
7638,19,7726,1.0
7639,19,7791,2.0
7640,19,7840,1.0
7641,19,7853,1.0
7642,19,7856,2.0
7643,19,7863,2.0
7644,19,7872,2.0
7645,19,7894,2.0
7646,19,7956,1.0
7647,19,7984,1.0
7648,19,8043,1.0
7649,19,8166,1.0
7650,19,8177,1.0
7651,19,8178,2.0
7652,19,8327,2.0
7653,19,8366,2.0
7654,19,8397,3.0
7655,19,8398,1.0
7656,19,8416,2.0
7657,19,8421,1.0
7658,19,8448,1.0
7659,19,8455,1.0
7660,19,8456,1.0
7661,19,8528,1.0
7662,19,8546,1.0
7663,19,8658,1.0
7664,19,8672,1.0
7665,19,8685,1.0
7666,19,8692,3.0
7667,19,8693,1.0
7668,19,8699,4.0
7669,19,8702,1.0
7670,19,8737,1.0
7671,19,8738,1.0
7672,19,8819,1.0
7673,19,8839,4.0
7674,19,8864,1.0
7675,19,8866,1.0
7676,19,8868,1.0
7677,19,8871,1.0
7678,19,8888,2.0
7679,19,8898,1.0
7680,19,8958,1.0
7681,19,9015,1.0
7682,19,9039,1.0
7683,19,9054,1.0
7684,19,9071,1.0
7685,19,9355,8.0
7686,19,9356,2.0
7687,19,9390,1.0
7688,19,9401,2.0
7689,19,9402,2.0
7690,19,9405,1.0
7691,19,9408,1.0
7692,19,9409,4.0
7693,19,9411,1.0
7694,19,9541,1.0
7695,19,9565,1.0
7696,19,9784,1.0
7697,19,9786,1.0
7698,19,9837,1.0
7699,19,9862,1.0
7700,19,9927,5.0
7701,19,9928,3.0
7702,19,9929,1.0
7703,19,9930,2.0
7704,19,9974,1.0
7705,19,9976,1.0
7706,19,9985,1.0
7707,19,9986,1.0
7708,19,9994,1.0
7709,19,10039,1.0
7710,19,10042,1.0
7711,19,10044,1.0
7712,19,10131,1.0
7713,19,10200,8.0
7714,19,10201,27.0
7715,19,10202,17.0
7716,19,10207,3.0
7717,19,10209,3.0
7718,19,10210,3.0
7719,19,10211,1.0
7720,19,10216,1.0
7721,19,10298,2.0
7722,19,10304,1.0
7723,19,10334,1.0
7724,19,10337,1.0
7725,19,10343,1.0
7726,19,10347,1.0
7727,19,10348,1.0
7728,19,10352,1.0
7729,19,10380,1.0
7730,19,10381,2.0
7731,19,10448,1.0
7732,19,10449,2.0
7733,19,10472,1.0
7734,19,10476,1.0
7735,19,10478,1.0
7736,19,10480,2.0
7737,19,10514,1.0
7738,19,10529,2.0
7739,19,10551,2.0
7740,19,10553,1.0
7741,19,10554,1.0
7742,19,10659,1.0
7743,19,10678,2.0
7744,19,10751,1.0
7745,19,10887,1.0
7746,19,10894,1.0
7747,19,10904,2.0
7748,19,10911,1.0
7749,19,10915,1.0
7750,19,10958,1.0
7751,19,10979,1.0
7752,19,10987,1.0
7753,19,10989,1.0
7754,19,11011,1.0
7755,19,11055,3.0
7756,19,11058,1.0
7757,19,11063,3.0
7758,19,11065,1.0
7759,19,11081,1.0
7760,19,11159,2.0
7761,19,11160,1.0
7762,19,11186,1.0
7763,19,11207,1.0
7764,19,11242,1.0
7765,19,11266,1.0
7766,19,11354,1.0
7767,19,11404,2.0
7768,19,11409,1.0
7769,19,11431,1.0
7770,19,11433,1.0
7771,19,11579,2.0
7772,19,11593,1.0
7773,19,11607,1.0
7774,19,11678,1.0
7775,19,11685,1.0
7776,19,11690,1.0
7777,19,11703,1.0
7778,19,11704,2.0
7779,19,11723,1.0
7780,19,11766,2.0
7781,19,11784,1.0
7782,19,11785,1.0
7783,19,11811,1.0
7784,19,11829,1.0
7785,19,11921,1.0
7786,19,11922,1.0
7787,19,11925,1.0
7788,19,11927,3.0
7789,19,11930,1.0
7790,19,11953,1.0
7791,19,11997,1.0
7792,19,12020,1.0
7793,19,12021,2.0
7794,19,12023,5.0
7795,19,12031,1.0
7796,19,12040,2.0
7797,19,12066,1.0
7798,19,12080,2.0
7799,19,12088,2.0
7800,19,12116,1.0
7801,19,12125,1.0
7802,19,12360,1.0
7803,19,12362,1.0
7804,19,12363,1.0
7805,19,12405,2.0
7806,19,12421,1.0
7807,19,12460,1.0
7808,19,12472,2.0
7809,19,12473,1.0
7810,19,12476,1.0
7811,19,12479,1.0
7812,19,12482,1.0
7813,19,12501,1.0
7814,19,12528,1.0
7815,19,12544,1.0
7816,19,12552,1.0
7817,19,12589,1.0
7818,19,12612,3.0
7819,19,12646,1.0
7820,19,12675,1.0
7821,19,12686,1.0
7822,19,12696,1.0
7823,19,12697,1.0
7824,19,12709,1.0
7825,19,12723,1.0
7826,19,12751,1.0
7827,19,12771,1.0
7828,19,12778,1.0
7829,19,12786,1.0
7830,19,12795,1.0
7831,19,12803,1.0
7832,19,12805,2.0
7833,19,12830,1.0
7834,19,12840,1.0
7835,19,12871,1.0
7836,19,12917,1.0
7837,19,12957,1.0
7838,19,12974,2.0
7839,19,12981,1.0
7840,19,13011,1.0
7841,19,13056,1.0
7842,19,13065,1.0
7843,19,13104,1.0
7844,19,13122,1.0
7845,19,13123,1.0
7846,19,13139,1.0
7847,19,13151,1.0
7848,19,13159,2.0
7849,19,13210,2.0
7850,19,13211,1.0
7851,19,13219,1.0
7852,19,13221,1.0
7853,19,13224,1.0
7854,19,13226,1.0
7855,19,13228,2.0
7856,19,13237,1.0
7857,19,13241,6.0
7858,19,13246,5.0
7859,19,13247,7.0
7860,19,13260,1.0
7861,19,13266,2.0
7862,19,13267,2.0
7863,19,13276,1.0
7864,19,13277,2.0
7865,19,13278,1.0
7866,19,13279,1.0
7867,19,13281,1.0
7868,19,13282,1.0
7869,19,13287,1.0
7870,19,13292,3.0
7871,19,13294,3.0
7872,19,13298,2.0
7873,19,13299,2.0
7874,19,13300,1.0
7875,19,13302,2.0
7876,19,13305,1.0
7877,19,13306,1.0
7878,19,13311,1.0
7879,19,13324,1.0
7880,19,13325,1.0
7881,19,13326,1.0
7882,19,13327,1.0
7883,19,13328,1.0
7884,19,13331,2.0
7885,19,13334,3.0
7886,19,13339,2.0
7887,19,13340,2.0
7888,19,13399,1.0
7889,19,13401,1.0
7890,19,13409,1.0
7891,19,13415,1.0
7892,19,13449,2.0
7893,19,13452,1.0
7894,19,13457,2.0
7895,19,13460,2.0
7896,19,13464,2.0
7897,19,13494,1.0
7898,19,13499,1.0
7899,19,13505,10.0
7900,19,13511,2.0
7901,19,13517,1.0
7902,19,13632,1.0
7903,19,13695,1.0
7904,19,13696,1.0
7905,19,13697,2.0
7906,19,13706,1.0
7907,19,13716,1.0
7908,19,13718,2.0
7909,19,13720,1.0
7910,19,13824,1.0
7911,19,13826,1.0
7912,19,13860,3.0
7913,19,13867,2.0
7914,19,13880,1.0
7915,19,13881,1.0
7916,19,13903,1.0
7917,19,13958,1.0
7918,19,14020,2.0
7919,19,14064,2.0
7920,19,14227,3.0
7921,19,14228,3.0
7922,19,14229,3.0
7923,19,14267,1.0
7924,19,14274,1.0
7925,19,14286,5.0
7926,19,14321,2.0
7927,19,14390,1.0
7928,19,14396,2.0
7929,19,14398,2.0
7930,19,14400,2.0
7931,19,14421,1.0
7932,19,14500,1.0
7933,19,14550,1.0
7934,19,14575,1.0
7935,19,14710,1.0
7936,19,14736,3.0
7937,19,14801,3.0
7938,19,14802,5.0
7939,19,14803,1.0
7940,19,14808,3.0
7941,19,14809,1.0
7942,19,14828,3.0
7943,19,14830,9.0
7944,19,14831,1.0
7945,19,14836,1.0
7946,19,14839,7.0
7947,19,14840,3.0
7948,19,14844,1.0
7949,19,14866,1.0
7950,19,14931,2.0
7951,19,14956,2.0
7952,19,14957,1.0
7953,19,14958,1.0
7954,19,14960,3.0
7955,19,14967,1.0
7956,19,14968,1.0
7957,19,14969,1.0
7958,19,15040,2.0
7959,19,15042,1.0
7960,19,15045,3.0
7961,19,15047,2.0
7962,19,15048,1.0
7963,19,15049,3.0
7964,19,15050,1.0
7965,19,15067,1.0
7966,19,15069,5.0
7967,19,15112,2.0
7968,19,15217,1.0
7969,19,15237,1.0
7970,19,15238,3.0
7971,19,15255,3.0
7972,19,15256,1.0
7973,19,15260,1.0
7974,19,15261,2.0
7975,19,15262,2.0
7976,19,15283,1.0
7977,19,15399,1.0
7978,19,15401,2.0
7979,19,15455,1.0
7980,19,15493,3.0
7981,19,15498,1.0
7982,19,15692,1.0
7983,19,15739,1.0
7984,19,15778,1.0
7985,19,15785,1.0
7986,19,15786,1.0
7987,19,15793,1.0
7988,19,15857,1.0
7989,19,15866,4.0
7990,19,15898,1.0
7991,19,16004,1.0
7992,19,16035,1.0
7993,19,16036,1.0
7994,19,16052,2.0
7995,19,16053,1.0
7996,19,16056,2.0
7997,19,16068,1.0
7998,19,16091,1.0
7999,19,16117,1.0
8000,19,16121,1.0
8001,19,16125,2.0
8002,19,16128,1.0
8003,19,16136,1.0
8004,19,16142,1.0
8005,19,16147,1.0
8006,19,16154,1.0
8007,19,16156,1.0
8008,19,16159,1.0
8009,19,16169,1.0
8010,19,16182,1.0
8011,19,16195,3.0
8012,19,16208,1.0
8013,19,16212,1.0
8014,19,16221,1.0
8015,19,16227,1.0
8016,19,16237,1.0
8017,19,16287,1.0
8018,19,16436,1.0
8019,19,16450,1.0
8020,19,16569,1.0
8021,19,16639,1.0
8022,19,16657,1.0
8023,19,16676,1.0
8024,19,16737,2.0
8025,19,16784,1.0
8026,19,16787,1.0
8027,19,16788,3.0
8028,19,16790,1.0
8029,19,16825,6.0
8030,19,16843,1.0
8031,19,16844,1.0
8032,19,16889,1.0
8033,19,16923,1.0
8034,19,16937,2.0
8035,19,16975,2.0
8036,19,16988,3.0
8037,19,17011,2.0
8038,19,17031,1.0
8039,19,17104,1.0
8040,19,17108,1.0
8041,19,17162,1.0
8042,19,17168,1.0
8043,19,17201,1.0
8044,19,17220,1.0
8045,19,17229,2.0
8046,19,17233,1.0
8047,19,17270,1.0
8048,19,17315,1.0
8049,19,17322,1.0
8050,19,17335,1.0
8051,19,17387,1.0
8052,19,17388,1.0
8053,19,17403,1.0
8054,19,17409,1.0
8055,19,17420,2.0
8056,19,17481,2.0
8057,19,17581,1.0
8058,19,17660,1.0
8059,19,17717,7.0
8060,19,17772,3.0
8061,19,17773,1.0
8062,19,17774,2.0
8063,19,17775,1.0
8064,19,17785,1.0
8065,19,17811,1.0
8066,19,17848,1.0
8067,19,17887,1.0
8068,19,17888,2.0
8069,19,17980,1.0
8070,19,17982,1.0
8071,19,17990,1.0
8072,19,18035,1.0
8073,19,18047,1.0
8074,19,18115,1.0
8075,19,18125,1.0
8076,19,18259,1.0
8077,19,18355,1.0
8078,19,18397,1.0
8079,19,18456,3.0
8080,19,18479,1.0
8081,19,18543,1.0
8082,19,18622,2.0
8083,19,18623,1.0
8084,19,18696,1.0
8085,19,18944,1.0
8086,19,19015,1.0
8087,19,19050,1.0
8088,19,19087,1.0
8089,19,19116,1.0
8090,19,19144,4.0
8091,19,19162,1.0
8092,19,19163,1.0
8093,19,19204,1.0
8094,19,19220,1.0
8095,19,19289,1.0
8096,19,19436,1.0
8097,19,19438,2.0
8098,19,19440,1.0
8099,19,19511,1.0
8100,19,19594,1.0
8101,19,19648,1.0
8102,19,19650,2.0
8103,19,19655,1.0
8104,19,19656,3.0
8105,19,19794,1.0
8106,19,19817,1.0
8107,19,19884,1.0
8108,19,19900,1.0
8109,19,19913,1.0
8110,19,19951,1.0
8111,19,19985,1.0
8112,19,20091,1.0
8113,19,20204,1.0
8114,19,20265,1.0
8115,19,20266,1.0
8116,19,20286,1.0
8117,19,20303,2.0
8118,19,20350,1.0
8119,19,20404,1.0
8120,19,20532,1.0
8121,19,20581,1.0
8122,19,20602,1.0
8123,19,20604,1.0
8124,19,20605,1.0
8125,19,20606,1.0
8126,19,20607,1.0
8127,19,20608,1.0
8128,19,20609,2.0
8129,19,20611,2.0
8130,19,20612,3.0
8131,19,20613,1.0
8132,19,20615,1.0
8133,19,20616,1.0
8134,19,20617,1.0
8135,19,20628,1.0
8136,19,20630,1.0
8137,19,20678,1.0
8138,19,20717,1.0
8139,19,20823,1.0
8140,19,20949,49.0
8141,19,21369,1.0
8142,19,21404,1.0
8143,19,21440,1.0
8144,19,21442,1.0
8145,19,21445,1.0
8146,19,21449,1.0
8147,19,21458,1.0
8148,19,21460,1.0
8149,19,21528,1.0
8150,19,21536,1.0
8151,19,21548,2.0
8152,19,21604,1.0
8153,19,21624,1.0
8154,19,21656,1.0
8155,19,21670,2.0
8156,19,21671,2.0
8157,19,21683,1.0
8158,19,21684,1.0
8159,19,21811,3.0
8160,19,21827,1.0
8161,19,21976,1.0
8162,19,21996,1.0
8163,19,22001,2.0
8164,19,22002,1.0
8165,19,22003,1.0
8166,19,22076,1.0
8167,19,22088,7.0
8168,19,22092,2.0
8169,19,22100,1.0
8170,19,22101,1.0
8171,19,22102,1.0
8172,19,22105,1.0
8173,19,22106,1.0
8174,19,22163,1.0
8175,20,8543,9.0
8176,20,8544,10.0
8177,20,8547,12.0
8178,20,8548,13.0
8179,20,8550,27.0
8180,20,9194,9.0
8181,20,9195,10.0
8182,20,9196,7.0
8183,20,9197,9.0
8184,20,9198,2.0
8185,20,9203,3.0
8186,20,9204,2.0
8187,20,9206,5.0
8188,20,9207,3.0
8189,20,9208,3.0
8190,20,9210,14.0
8191,20,9211,15.0
8192,20,9212,8.0
8193,20,9214,2.0
8194,20,9307,9.0
8195,20,9308,7.0
8196,20,9321,4.0
8197,20,9322,6.0
8198,20,9323,6.0
8199,20,9328,1.0
8200,20,9329,1.0
8201,20,9330,2.0
8202,20,9333,9.0
8203,20,9334,3.0
8204,20,9337,5.0
8205,20,9338,9.0
8206,20,9349,2.0
8207,20,9353,7.0
8208,20,9354,14.0
8209,20,9355,7.0
8210,20,9356,9.0
8211,20,9359,7.0
8212,20,9361,6.0
8213,20,9389,4.0
8214,20,9390,20.0
8215,20,9391,5.0
8216,20,9425,3.0
8217,20,9469,7.0
8218,20,9470,1.0
8219,20,9472,1.0
8220,20,9476,1.0
8221,20,11521,3.0
8222,20,11522,15.0
8223,20,11523,11.0
8224,20,11526,41.0
8225,20,11527,6.0
8226,20,11530,8.0
8227,20,11534,7.0
8228,20,11535,6.0
8229,20,11537,2.0
8230,20,11538,3.0
8231,20,11539,1.0
8232,20,12206,1.0
8233,20,13122,11.0
8234,20,13123,1.0
8235,20,13210,16.0
8236,20,13211,5.0
8237,20,13212,3.0
8238,20,13213,5.0
8239,20,13214,12.0
8240,20,13215,1.0
8241,20,13216,5.0
8242,20,13217,3.0
8243,20,13218,33.0
8244,20,13220,7.0
8245,20,13221,6.0
8246,20,13222,2.0
8247,20,13223,3.0
8248,20,13224,2.0
8249,20,13225,7.0
8250,20,13226,1.0
8251,20,13228,4.0
8252,20,13233,23.0
8253,20,13235,2.0
8254,20,13236,3.0
8255,20,13237,29.0
8256,20,13238,10.0
8257,20,13239,19.0
8258,20,13240,10.0
8259,20,13246,70.0
8260,20,13248,1.0
8261,20,13253,9.0
8262,20,13254,6.0
8263,20,13259,1.0
8264,20,13260,1.0
8265,20,13265,1.0
8266,20,13266,18.0
8267,20,13267,31.0
8268,20,13274,8.0
8269,20,13278,5.0
8270,20,13285,4.0
8271,20,13286,12.0
8272,20,13291,1.0
8273,20,13292,6.0
8274,20,13294,20.0
8275,20,13300,9.0
8276,20,13301,7.0
8277,20,13302,6.0
8278,20,13306,2.0
8279,20,13308,20.0
8280,20,13311,4.0
8281,20,13312,2.0
8282,20,13314,3.0
8283,20,13315,2.0
8284,20,13316,2.0
8285,20,13318,5.0
8286,20,13319,1.0
8287,20,13320,1.0
8288,20,13328,5.0
8289,20,13329,3.0
8290,20,13330,4.0
8291,20,13331,29.0
8292,20,13332,24.0
8293,20,13335,1.0
8294,20,13339,28.0
8295,20,13340,37.0
8296,20,13553,5.0
8297,20,13561,4.0
8298,20,13578,2.0
8299,20,13581,2.0
8300,20,13587,7.0
8301,20,13588,6.0
8302,20,13589,5.0
8303,20,13593,5.0
8304,20,13594,1.0
8305,20,13630,2.0
8306,20,13631,5.0
8307,20,13634,2.0
8308,20,13635,6.0
8309,20,13636,4.0
8310,20,13637,3.0
8311,20,13654,7.0
8312,20,13657,8.0
8313,20,13661,5.0
8314,20,13665,3.0
8315,20,13675,13.0
8316,20,13678,4.0
8317,20,13685,12.0
8318,20,13686,1.0
8319,20,13714,2.0
8320,20,13716,2.0
8321,20,13717,1.0
8322,20,13719,1.0
8323,20,13722,1.0
8324,20,13742,15.0
